MealType,HealthGroup,MinutesSinceMeal,Libre GL mean,Libre GL std,Dexcom GL mean,Dexcom GL std
Breakfast,Type 2 diabetic,58.0,155.75833333333333,43.982026081498546,176.245,41.0827429613794
Breakfast,Type 2 diabetic,59.0,154.36239316239315,44.01780818483483,175.32307692307694,41.315999586871285
Breakfast,Type 2 diabetic,60.0,154.53833333333333,43.48988784452479,175.32999999999998,40.72687136623745
Breakfast,Type 2 diabetic,61.0,153.22735042735044,43.516723189838025,174.46666666666667,41.10134671460761
Breakfast,Type 2 diabetic,62.0,153.375,42.787022255635804,174.385,40.55993697208475
Breakfast,Type 2 diabetic,63.0,152.0837606837607,42.68130976234141,173.6153846153846,41.19073438517798
Breakfast,Type 2 diabetic,64.0,152.20666666666665,41.88781326692648,173.49,40.91158572035368
Breakfast,Type 2 diabetic,65.0,150.93333333333334,41.74841384387594,172.57435897435897,41.51038372281222
Breakfast,Type 2 diabetic,66.0,151.02,40.95116457857921,172.325,41.18226373275084
Breakfast,Type 2 diabetic,67.0,150.31166666666667,40.41703228312908,171.74,41.25339333362119
Breakfast,Type 2 diabetic,68.0,149.635,39.89898637760255,171.095,40.984724796766244
Breakfast,Type 2 diabetic,69.0,149.04500000000002,39.3781531907979,170.615,40.93239924182685
Breakfast,Type 2 diabetic,70.0,148.49,38.893486077481654,170.12,40.82615551774345
Breakfast,Type 2 diabetic,71.0,147.96666666666667,38.32910716205708,169.70499999999998,40.714767370713076
Breakfast,Type 2 diabetic,72.0,147.47333333333333,37.79161275074133,169.215,40.52702517124553
Breakfast,Type 2 diabetic,73.0,147.00333333333333,37.31974401636877,168.74,40.09819229891824
Breakfast,Type 2 diabetic,74.0,146.505,36.81070662873944,168.22,39.5396016996138
Breakfast,Type 2 diabetic,75.0,146.04,36.37001300733677,167.69,38.98154592979765
Breakfast,Type 2 diabetic,76.0,145.575,36.00626943667504,167.155,38.524996547363365
Breakfast,Type 2 diabetic,77.0,145.21666666666667,35.55287943988835,166.68,38.07096747001005
Breakfast,Type 2 diabetic,78.0,144.83666666666664,35.17888174455976,165.94,37.47910734235124
Breakfast,Type 2 diabetic,79.0,144.51333333333332,34.84973751878491,165.31,36.970423383134325
Breakfast,Type 2 diabetic,80.0,144.21666666666667,34.59860428981809,164.70999999999998,36.61917530474983
Breakfast,Type 2 diabetic,81.0,143.97333333333333,34.34791591400165,164.135,36.402124127935735
Breakfast,Type 2 diabetic,82.0,143.81333333333333,34.14661266795224,163.64000000000001,36.33734252168782
Breakfast,Type 2 diabetic,83.0,143.70666666666665,33.98338390693872,163.5,36.461374012395574
Breakfast,Type 2 diabetic,84.0,143.62166666666667,33.90294304346669,163.395,36.50532767580574
Breakfast,Type 2 diabetic,85.0,143.50666666666666,33.874202674566476,163.34,36.6495027426301
Breakfast,Type 2 diabetic,86.0,143.33666666666664,33.86633673033982,163.29000000000002,36.92242595580007
Breakfast,Type 2 diabetic,87.0,143.16333333333333,33.921316529576416,163.23499999999999,37.3313888000914
Breakfast,Type 2 diabetic,88.0,142.995,34.042347977782846,163.345,37.60668209855182
Breakfast,Type 2 diabetic,89.0,142.845,34.23614120592981,163.54000000000002,38.01069215298134
Breakfast,Type 2 diabetic,90.0,142.69,34.491102283808466,163.82,38.451082476176715
Breakfast,Type 2 diabetic,91.0,142.525,34.825049724574534,164.24,39.05460214517553
Breakfast,Type 2 diabetic,92.0,142.40166666666667,35.14507008908861,164.565,39.6853234513201
Breakfast,Type 2 diabetic,93.0,142.275,35.53681189977513,164.87,40.357595161003914
Breakfast,Type 2 diabetic,94.0,142.195,35.9227356603299,165.06,41.096639079001875
Breakfast,Type 2 diabetic,95.0,142.15833333333333,36.31122102160394,165.245,41.69856389336725
Breakfast,Type 2 diabetic,96.0,142.11333333333332,36.76050215269803,165.345,42.2670384396818
Breakfast,Type 2 diabetic,97.0,142.19833333333332,37.179504470965625,165.45,42.91386124761424
Breakfast,Type 2 diabetic,98.0,142.3,37.5528740255436,165.60999999999999,43.54812133485062
Breakfast,Type 2 diabetic,99.0,142.35833333333332,37.910016980534145,165.725,44.145184422452104
Breakfast,Type 2 diabetic,100.0,142.35166666666666,38.22412831909951,165.845,44.84625559648923
Breakfast,Type 2 diabetic,101.0,142.31166666666667,38.463582176471206,165.93,45.53460335353874
Breakfast,Type 2 diabetic,102.0,142.25833333333333,38.648761511615945,166.01,46.20775714653136
Breakfast,Type 2 diabetic,103.0,142.17666666666668,38.86381086398753,166.075,46.77026641481552
Breakfast,Type 2 diabetic,104.0,142.095,39.11288618980791,166.185,47.35836941709622
Breakfast,Type 2 diabetic,105.0,141.98833333333332,39.34261772938564,166.185,47.8160661230844
Breakfast,Type 2 diabetic,106.0,141.88,39.60654410804276,166.175,48.26249140816374
Breakfast,Type 2 diabetic,107.0,141.725,39.83531393709904,166.17000000000002,48.71454371366696
Breakfast,Type 2 diabetic,108.0,141.59166666666667,40.097210047099935,166.115,49.06940950040004
Breakfast,Type 2 diabetic,109.0,141.44,40.362437193290695,166.04000000000002,49.45956545891418
Breakfast,Type 2 diabetic,110.0,141.3,40.63120493924361,165.875,49.74391213879137
Breakfast,Type 2 diabetic,111.0,141.15,40.92656685630831,165.69,49.897062243310685
Breakfast,Type 2 diabetic,112.0,140.93833333333333,41.25811846208377,165.475,50.03165536399469
Breakfast,Type 2 diabetic,113.0,140.67166666666668,41.56772358302344,165.375,50.233959041923455
Breakfast,Type 2 diabetic,114.0,140.37833333333333,41.83912041559905,165.275,50.50554044245655
Breakfast,Type 2 diabetic,115.0,140.08499999999998,42.12410368317778,165.1,50.719702336746856
Breakfast,Type 2 diabetic,116.0,139.73,42.32800410631159,164.95,50.89411330626333
Breakfast,Type 2 diabetic,117.0,139.365,42.46936214258134,164.74,51.01764802748565
Breakfast,Type 2 diabetic,118.0,138.99833333333333,42.62462000732945,164.51500000000001,51.118683171916395
Breakfast,Type 2 diabetic,119.0,138.625,42.79804209782743,164.385,51.25310522175017
Breakfast,Type 2 diabetic,120.0,138.245,42.952977370110965,164.26,51.36446342135878
Dinner,Healthy,0.0,89.72708333333334,15.678141553607551,117.04375,24.085389597502715
Dinner,Healthy,1.0,90.10520833333334,15.685092416628152,117.109375,23.951218405234375
Dinner,Healthy,2.0,90.5125,15.69753741119969,117.1875,23.883895749866177
Dinner,Healthy,3.0,90.93333333333334,15.710453276454995,117.225,23.834149170185764
Dinner,Healthy,4.0,91.359375,15.729811358945382,117.309375,23.735498287759928
Dinner,Healthy,5.0,91.78541666666666,15.72596217226108,117.440625,23.727665981644886
Dinner,Healthy,6.0,92.2,15.710763113274004,117.58125,23.742125678759937
Dinner,Healthy,7.0,92.63645833333334,15.710030854344128,117.79375,23.812814177404967
Dinner,Healthy,8.0,93.065625,15.732855755407488,118.0125,23.842335962044153
Dinner,Healthy,9.0,93.53125,15.745220013159122,118.290625,23.887166766092445
Dinner,Healthy,10.0,93.98541666666667,15.760081597430643,118.546875,23.935475224159408
Dinner,Healthy,11.0,94.46041666666667,15.810476819143608,118.875,23.975159102042557
Dinner,Healthy,12.0,94.94166666666666,15.891086539104181,119.275,23.983367252366893
Dinner,Healthy,13.0,95.4125,15.946112406534525,119.6625,24.03143113798432
Dinner,Healthy,14.0,95.91770833333334,16.0093567975277,120.0625,24.121303894841617
Dinner,Healthy,15.0,96.47395833333333,16.094544814794066,120.490625,24.214672967123917
Dinner,Healthy,16.0,97.03020833333333,16.212442930539932,120.971875,24.31470564728855
Dinner,Healthy,17.0,97.60625,16.355942536614116,121.4875,24.497589774545272
Dinner,Healthy,18.0,98.20625,16.527651860264648,122.075,24.68872887236872
Dinner,Healthy,19.0,98.83645833333333,16.70134774604707,122.740625,24.950049901340186
Dinner,Healthy,20.0,99.46041666666667,16.832666312941086,123.45625,25.21477190502071
Dinner,Healthy,21.0,100.08229166666666,16.886076383141344,124.25,25.47107914902455
Dinner,Healthy,22.0,100.68125,16.9461579929819,125.0625,25.685172672927376
Dinner,Healthy,23.0,101.246875,16.99679679205692,125.915625,25.941272005319405
Dinner,Healthy,24.0,101.784375,17.064168725047697,126.775,26.146680265167305
Dinner,Healthy,25.0,102.23958333333333,17.129846344975462,127.703125,26.393337114651096
Dinner,Healthy,26.0,102.65,17.14103341269209,128.6375,26.6951246960879
Dinner,Healthy,27.0,103.05208333333333,17.171373860204476,129.403125,26.92021114064938
Dinner,Healthy,28.0,103.41041666666666,17.167407776677383,130.159375,27.160690074397227
Dinner,Healthy,29.0,103.75833333333333,17.17440982199057,130.8625,27.375319089247075
Dinner,Healthy,30.0,104.003125,17.114501538720642,131.628125,27.552451962157274
Dinner,Healthy,31.0,104.24791666666667,17.09222403828582,132.45,27.774763011004435
Dinner,Healthy,32.0,104.47395833333333,17.08659186241256,133.26875,27.940963130051916
Dinner,Healthy,33.0,104.69479166666666,17.10970847554586,134.059375,28.15322428601052
Dinner,Healthy,34.0,104.90208333333334,17.173150647874813,134.7625,28.336792505924326
Dinner,Healthy,35.0,105.04895833333333,17.20030450568197,135.35,28.619939768995877
Dinner,Healthy,36.0,105.2125,17.247499627083446,135.990625,28.900517481773342
Dinner,Healthy,37.0,105.32395833333334,17.274200587939838,136.546875,29.11937645825302
Dinner,Healthy,38.0,105.43333333333334,17.334888005166793,137.146875,29.24636983985404
Dinner,Healthy,39.0,105.49270833333334,17.40748330713499,137.640625,29.335869580559894
Dinner,Healthy,40.0,105.56041666666667,17.50837428758032,138.021875,29.396730564080467
Dinner,Healthy,41.0,105.60729166666667,17.593341361815515,138.3125,29.47478610394002
Dinner,Healthy,42.0,105.63541666666667,17.68443737857739,138.565625,29.434620684514854
Dinner,Healthy,43.0,105.66875,17.773388222963064,138.696875,29.513515702589284
Dinner,Healthy,44.0,105.66354166666666,17.86305511033259,138.775,29.650011376105326
Dinner,Healthy,45.0,105.584375,17.942415206654093,138.85,29.80348333748287
Dinner,Healthy,46.0,105.50520833333333,18.05873937130651,138.884375,30.049669035232068
Dinner,Healthy,47.0,105.378125,18.179656264515664,138.796875,30.2997195688736
Dinner,Healthy,48.0,105.23333333333333,18.327535398735073,138.721875,30.584997197505647
Dinner,Healthy,49.0,105.04791666666667,18.475783163158845,138.578125,30.832102774672006
Dinner,Healthy,50.0,104.88020833333333,18.626238077761517,138.3875,31.108328390289568
Dinner,Healthy,51.0,104.70416666666667,18.810886093592245,138.196875,31.385660302422313
Dinner,Healthy,52.0,104.52604166666667,19.02108035879858,138.05,31.707372333851
Dinner,Healthy,53.0,104.359375,19.25106238049677,137.9125,32.05770343000804
Dinner,Healthy,54.0,104.19791666666667,19.418771146483657,137.796875,32.40782762955065
